,All Causes,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,Tuberculosis,STDs excluding HIV,Syphilis,Chlamydia,Gonorrhoea,Trichomoniasis,Genital herpes,Other STDs,HIV/AIDS,Diarrhoeal diseases,Childhood-cluster diseases,Whooping cough,Diphtheria,Measles,Tetanus,Meningitis,Encephalitis,Hepatitis,Acute hepatitis A,Acute hepatitis B,Acute hepatitis C,Acute hepatitis E,Parasitic and vector diseases,Malaria,African Trypanosomiasis,Chagas disease,Schistosomiasis,Leishmaniasis,lymphatic filariasis,Onchocerciasis,Cysticercosis,Echinococcosis,Dengue,Trachoma,Yellow fever,Rabies,Intestinal nematode infections,Ascariasis,Trichuriasis,Hookworm disease,Food-bourne trematodes,Leprosy,Other infectious diseases,Respiratory Infectious ,Lower respiratory infections,Upper respiratory infections,Otitis media,Maternal conditions,Neonatal conditions,Preterm birth complications,Birth asphyxia and birth trauma,Neonatal sepsis and infections,Other neonatal conditions,Nutritional deficiencies,Protein-energy malnutrition,Iodine deficiency,Vitamin A deficiency,Iron-deficiency anaemia,Other nutritional deficiencies,Noncommunicable diseases,Malignant neoplasms,Mouth and oropharynx cancers,Lip and oral cavity,Nasopharynx,Other pharynx,Oesophagus cancer,Stomach cancer,Colon and rectum cancers,Liver cancer,Liver cancer secondary to hepatitis B,Liver cancer secondary to hepatitis C,Liver cancer secondary to alcohol use,Other liver cancer,Pancreas cancer,"Trachea, bronchus, lung cancers",Melanoma and other skin cancers,Malignant skin melanoma,Non-melanoma skin cancer,Breast cancer,Cervix uteri cancer,Corpus uteri cancer,Ovary cancer,Prostate cancer,Testicular cancer,Kidney cancer,Bladder cancer,Brain and nervous system cancers,Gallbladder and biliary tract cancer,Larynx cancer,Thyroid cancer,Mesothelioma,"Lymphomas, multiple myeloma",Hodgkin lymphoma,Non-Hodgkin lymphoma,Multiple myeloma,Leukaemia,,Other neoplasms,Diabetes mellitus,"Endocrine, blood, immune disorders",Thalassaemias,Sickle cell disorders and trait,Other haemoglobinopathies and haemolytic anaemias,"Other endocrine, blood and immune disorders",Mental and substance use disorders,Depressive disorders,Major depressive disorder,Dysthymia,Bipolar disorder,Schizophrenia,Alcohol use disorders,Drug use disorders,Opioid use disorders,Cocaine use disorders,Amphetamine use disorders,Cannabis use disorders,Other drug use disorders,Anxiety disorders,Eating disorders,Autism and Asperger syndrome,Childhood behavioural disorders,Attention deficit/hyperactivity syndrome,Conduct disorder,Idiopathic intellectual disability,Other mental and behavioural disorders,Neurological conditions,Alzheimer disease and other dementias,Parkinson disease,Epilepsy,Multiple sclerosis,Migraine,Non-migraine headache,Other neurological conditions,Sense organ diseases,Cardiovascular diseases,Rheumatic heart disease,Hypertensive heart disease,Ischaemic heart disease,Stroke,Ischaemic stroke,Haemorrhagic stroke,"Cardiomyopathy, myocarditis, endocarditis",Other circulatory diseases,Respiratory diseases,Chronic obstructive pulmonary disease,Asthma,Other respiratory diseases,Digestive diseases,Peptic ulcer disease,Cirrhosis of the liver,Cirrhosis due to hepatitis B,Cirrhosis due to hepatitis C,Cirrhosis due to alcohol use,Other liver cirrhosis,Appendicitis,Gastritis and duodenitis,Paralytic ileus and intestinal obstruction,Inflammatory bowel disease,Gallbladder and biliary diseases,Pancreatitis,Other digestive diseases,Genitourinary diseases,Kidney diseases,Acute glomerulonephritis,Chronic kidney disease due to diabetes,Other chronic kidney disease,Benign prostatic hyperplasia,Urolithiasis,Other urinary diseases,Infertility,Gynecological diseases,Skin diseases,Musculoskeletal diseases,Rheumatoid arthritis,Osteoarthritis,Gout,Back and neck pain,Other musculoskeletal disorders,Congenital anomalies,Neural tube defects,Cleft lip and cleft palate,Down syndrome,Congenital heart anomalies,Other chromosomal anomalies,Other congenital anomalies,Oral conditions,Sudden infant death syndrome,Injuries,Unintentional injuries,Road injury,Poisonings,Falls,"Fire, heat and hot substances",Drowning,Exposure to mechanical forces,Natural disasters,Other unintentional injuries,Intentional injuries,Self-harm,Interpersonal violence,Collective violence and legal intervention
FSM,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,.,.,0.0,.,0.0,.,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.0,0.0,0.0,0.0,0.0,.,.,0.0,.,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
MNG,19.8,2.0,0.9,0.6,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,.,.,0.0,.,.,.,.,.,0.0,.,.,.,0.0,.,0.0,0.4,0.4,0.0,0.0,0.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.0,.,0.0,0.0,15.4,3.8,0.1,0.0,0.0,0.0,0.3,0.5,0.1,1.6,0.7,0.5,0.3,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.3,.,.,.,.,0.0,0.2,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.3,0.0,0.1,0.0,.,.,0.0,.,8.1,0.1,0.2,4.2,3.4,0.4,3.0,0.2,0.2,0.4,0.2,0.1,0.1,1.6,0.2,1.1,0.5,0.3,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.4,0.3,0.0,0.0,0.3,.,0.0,0.1,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.2,.,0.0,2.4,1.3,0.6,0.1,0.2,0.1,0.1,0.1,.,0.1,1.1,0.8,0.2,.
MNE,6.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,0.0,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,6.1,1.4,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.,0.2,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.3,0.3,0.0,0.0,0.0,.,.,0.0,.,3.7,0.0,0.0,1.5,1.7,0.3,1.4,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,.,0.0,0.1,0.1,0.0,.
MAR,194.5,29.9,8.3,3.2,0.4,0.4,0.0,0.0,.,.,0.0,0.9,1.4,0.2,0.1,0.0,0.0,0.1,0.5,0.2,0.8,0.0,0.6,0.0,0.1,0.2,.,.,.,0.1,0.0,.,.,0.0,0.0,.,.,.,0.0,0.0,0.0,.,.,.,0.0,0.4,10.4,10.4,0.0,0.0,0.5,10.3,4.6,2.8,2.1,0.7,0.3,0.2,0.0,.,0.0,0.1,151.3,25.1,0.9,0.4,0.4,0.1,0.3,1.2,1.9,0.3,0.1,0.2,0.1,0.0,0.6,3.9,0.3,0.1,0.2,3.1,1.2,0.2,0.6,1.9,0.1,0.4,1.0,0.7,0.5,0.4,0.5,0.0,2.2,0.4,1.4,0.5,0.8,2.2,1.3,20.3,1.0,0.1,0.0,0.3,0.7,1.3,.,.,.,.,0.1,0.3,1.0,0.9,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,10.8,9.8,0.2,0.5,0.0,.,.,0.2,.,67.0,0.8,3.2,34.4,21.5,13.4,8.1,2.1,4.9,6.7,2.9,2.8,1.0,6.8,0.4,4.1,1.1,2.0,0.2,0.9,0.1,0.1,0.6,0.2,0.3,0.3,0.7,7.2,6.2,0.0,1.6,4.6,.,0.0,1.0,.,0.0,0.4,0.2,0.0,.,.,.,0.2,3.1,0.2,0.0,0.1,1.2,0.0,1.5,.,0.0,13.3,11.1,6.4,0.2,0.9,0.3,0.6,0.7,.,1.9,2.2,1.6,0.6,.
MOZ,287.1,170.1,111.0,18.9,3.6,3.6,0.0,0.0,.,.,0.0,41.3,18.2,2.3,1.1,0.0,0.5,0.7,4.5,0.5,0.7,0.1,0.4,0.0,0.2,18.0,16.7,.,.,0.6,0.1,.,.,0.4,0.0,0.0,.,.,0.3,0.0,0.0,.,.,.,0.2,2.7,22.4,22.2,0.1,0.1,6.1,26.2,10.0,8.8,6.0,1.3,4.5,2.5,0.0,.,1.9,0.1,90.8,22.7,1.0,0.7,0.2,0.1,1.2,0.1,0.2,0.6,0.3,0.2,0.1,0.1,0.4,0.4,0.2,0.2,0.0,0.7,4.0,0.1,0.1,0.5,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,1.5,0.1,1.1,0.2,0.6,10.6,0.6,3.6,4.3,0.1,1.1,2.7,0.4,0.3,.,.,.,.,0.0,0.2,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,5.0,1.6,0.1,3.1,0.0,.,.,0.2,.,32.8,0.6,3.8,9.4,13.2,5.5,7.8,0.9,4.8,3.9,2.2,1.5,0.2,7.2,1.1,2.3,0.6,0.6,0.6,0.5,0.3,0.3,1.9,0.2,0.3,0.1,0.7,2.5,1.6,0.0,0.5,1.1,.,0.0,0.8,.,0.1,1.2,0.2,0.0,.,.,.,0.2,6.4,1.7,0.0,0.2,2.5,0.3,1.7,.,0.2,26.2,23.0,9.3,0.9,2.2,2.1,2.6,1.4,0.1,4.4,3.2,2.3,0.8,.
MMR,436.7,103.7,59.0,26.1,0.5,0.5,0.0,0.0,.,.,0.0,9.7,10.8,0.9,0.2,0.0,0.3,0.4,2.2,1.1,1.1,0.1,0.8,0.0,0.2,1.8,0.5,.,.,.,0.0,.,.,0.3,0.0,0.5,.,.,0.6,0.4,0.0,.,.,0.4,0.4,4.1,21.0,21.0,0.1,0.0,1.4,20.4,9.2,6.6,3.3,1.4,1.8,1.2,0.0,.,0.4,0.2,297.2,53.4,4.9,1.9,0.8,2.2,3.5,4.8,3.2,4.9,2.2,1.0,0.9,0.8,0.9,8.4,0.6,0.1,0.5,2.9,3.0,0.2,1.1,0.6,0.1,0.5,0.6,0.7,1.2,0.6,0.5,0.0,1.7,0.1,1.3,0.3,1.8,6.6,0.6,16.6,3.1,0.6,0.0,2.1,0.4,2.3,.,.,.,.,0.1,1.7,0.5,0.4,0.0,0.0,.,0.1,.,0.0,.,.,.,.,.,.,15.5,13.1,0.4,1.2,0.1,.,.,0.6,.,115.0,2.5,10.2,30.3,60.8,22.2,38.6,3.8,7.4,36.9,22.6,12.6,1.6,31.4,2.8,22.8,9.8,3.9,5.9,3.2,0.5,0.3,1.5,0.2,0.9,0.8,1.6,15.0,10.9,0.0,3.6,7.3,.,0.1,3.9,.,0.0,0.8,0.7,0.1,.,.,.,0.6,5.8,0.6,0.0,0.2,3.3,0.1,1.6,.,0.1,35.7,30.9,10.5,0.9,7.8,1.3,2.9,1.4,.,6.2,4.8,2.3,2.1,0.4
NAM,16.6,8.3,5.2,0.8,0.0,0.0,0.0,0.0,.,.,0.0,3.4,0.7,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,.,.,0.0,.,.,.,0.0,0.0,.,.,.,.,0.0,0.0,.,.,.,0.0,0.1,1.6,1.6,0.0,0.0,0.2,1.1,0.5,0.3,0.2,0.1,0.2,0.2,0.0,.,0.0,0.0,6.7,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.1,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.3,0.1,0.0,0.1,0.0,.,.,0.0,.,2.9,0.1,0.3,1.3,1.0,0.5,0.5,0.1,0.1,0.7,0.5,0.2,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.2,.,0.0,0.0,.,0.0,0.1,0.0,0.0,.,.,.,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.1,.,0.0,1.6,1.1,0.6,0.0,0.0,0.1,0.1,0.1,.,0.1,0.5,0.2,0.4,.
NPL,188.6,44.9,22.5,5.3,0.2,0.2,0.0,0.0,.,.,0.0,2.3,7.9,1.0,0.5,0.0,0.1,0.4,1.1,0.8,0.8,0.0,0.5,0.0,0.2,0.9,0.0,.,.,.,0.3,.,.,0.1,0.1,0.0,.,.,0.3,0.0,0.0,.,.,.,0.1,2.1,10.6,10.5,0.0,0.0,1.2,9.9,4.0,3.0,2.3,0.7,0.7,0.5,0.0,.,0.0,0.2,121.7,16.7,1.3,0.7,0.2,0.5,0.5,1.2,0.6,0.2,0.1,0.0,0.0,0.0,0.2,2.7,0.1,0.0,0.0,1.1,1.6,0.0,0.6,0.1,0.0,0.2,0.3,0.3,1.0,0.4,0.2,0.0,0.9,0.2,0.6,0.1,0.9,2.1,0.2,6.5,0.7,0.0,0.2,0.4,0.2,0.3,.,.,.,.,0.0,0.1,0.2,0.2,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,4.4,3.7,0.2,0.3,0.0,.,.,0.2,.,51.8,1.9,2.9,30.6,15.5,7.4,8.0,0.2,0.8,23.3,19.3,3.3,0.7,9.8,1.7,4.8,1.9,0.9,1.3,0.7,0.3,0.2,1.3,0.2,0.3,0.4,0.7,5.3,4.3,0.0,1.2,3.1,.,0.1,0.8,.,0.1,0.2,0.1,0.0,.,.,.,0.0,2.3,0.1,0.0,0.1,1.1,0.1,1.0,.,0.1,22.0,19.3,4.9,0.2,1.6,0.9,0.4,0.4,9.1,1.9,2.6,1.7,0.9,.
NLD,146.6,8.5,2.5,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.6,0.0,0.0,0.0,.,.,0.1,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,.,.,.,.,.,.,1.7,5.4,5.3,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.1,0.3,0.0,0.0,.,0.2,0.1,130.8,45.9,0.7,0.4,0.0,0.3,2.0,1.4,5.8,1.0,0.2,0.4,0.3,0.1,2.8,10.8,1.0,0.9,0.1,3.7,0.3,0.5,1.0,2.9,0.0,1.1,1.3,1.1,0.5,0.2,0.1,0.6,2.4,0.1,1.4,1.0,1.5,3.0,1.7,3.0,1.0,0.0,0.0,0.3,0.7,0.6,.,.,.,.,0.1,0.3,0.2,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,18.9,15.1,1.6,0.3,0.3,.,.,1.6,.,38.6,0.2,0.9,18.7,10.0,5.2,4.8,1.3,7.5,11.2,9.5,0.1,1.6,4.7,0.1,0.9,0.2,0.3,0.4,0.0,0.0,0.0,0.6,0.1,0.4,0.2,2.4,3.6,2.2,0.0,1.0,1.2,.,0.0,1.3,.,0.0,0.3,0.8,0.2,.,.,.,0.6,0.5,0.0,0.0,0.2,0.1,0.0,0.1,.,0.0,7.2,5.1,0.6,0.0,2.8,0.0,0.1,0.1,.,1.4,2.1,2.0,0.1,.
NZL,30.6,1.3,0.3,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.1,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,0.0,0.1,0.9,0.9,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,27.4,8.8,0.1,0.1,0.0,0.0,0.3,0.3,1.3,0.2,0.1,0.0,0.1,0.0,0.5,1.7,0.5,0.4,0.2,0.7,0.1,0.1,0.2,0.7,0.0,0.2,0.2,0.3,0.1,0.0,0.0,0.1,0.5,0.0,0.3,0.2,0.3,0.4,0.2,0.9,0.3,0.0,0.0,0.0,0.3,0.1,.,.,.,.,0.0,0.0,0.1,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,2.8,2.1,0.3,0.1,0.0,.,.,0.3,.,10.1,0.1,0.2,5.7,2.5,1.2,1.3,0.2,1.3,2.2,1.8,0.1,0.4,1.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.5,0.5,0.3,0.0,0.1,0.2,.,0.0,0.1,.,0.0,0.1,0.2,0.1,.,.,.,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,.,0.0,1.8,1.2,0.3,0.0,0.6,0.0,0.1,0.1,.,0.2,0.6,0.6,0.1,.
NIC,29.3,3.6,1.1,0.2,0.1,0.1,0.0,0.0,.,.,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,.,0.0,.,0.0,.,.,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,.,0.0,0.0,1.3,1.3,0.0,0.0,0.2,0.9,0.5,0.2,0.1,0.1,0.2,0.2,0.0,.,0.0,0.0,22.2,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.5,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0.0,0.0,0.3,0.5,0.0,0.1,0.4,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.3,0.1,1.7,0.2,0.0,0.0,0.1,0.1,0.5,.,.,.,.,0.0,0.4,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.3,1.1,0.0,0.1,0.0,.,.,0.0,.,7.4,0.0,0.6,4.2,2.1,0.9,1.2,0.1,0.3,1.2,0.9,0.1,0.1,2.1,0.1,1.5,0.3,0.5,0.5,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.1,3.0,2.9,0.0,1.9,1.1,.,0.0,0.1,.,0.0,0.1,0.1,0.0,.,.,.,0.1,0.6,0.0,0.0,0.0,0.3,0.0,0.3,.,0.0,3.4,2.0,0.9,0.0,0.3,0.0,0.2,0.1,.,0.4,1.5,0.6,0.9,.
NER,178.1,113.3,49.3,3.8,0.9,0.9,0.0,0.0,.,.,0.0,3.5,16.2,3.8,1.0,0.0,2.3,0.4,6.8,0.3,0.5,0.1,0.2,0.0,0.2,12.0,10.6,.,.,0.4,0.0,.,.,0.2,0.0,0.0,.,0.1,0.7,0.0,0.0,.,.,.,0.1,1.5,28.0,27.9,0.0,0.0,4.5,24.1,9.4,8.1,5.2,1.4,7.4,7.1,0.0,.,0.3,0.1,46.6,5.4,0.2,0.1,0.0,0.1,0.1,0.2,0.4,0.6,0.4,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.8,0.3,0.1,0.3,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.1,1.1,0.2,1.9,2.0,0.0,1.7,0.1,0.2,0.3,.,.,.,.,0.0,0.2,0.2,0.1,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,1.4,0.8,0.0,0.5,0.0,.,.,0.1,.,18.6,0.4,0.9,7.7,8.1,3.5,4.6,0.4,1.2,3.4,1.7,1.3,0.4,6.9,0.8,3.6,1.9,0.6,0.5,0.6,0.3,0.3,0.9,0.1,0.2,0.2,0.7,2.1,1.4,0.0,0.2,1.2,.,0.0,0.7,.,0.0,0.2,0.1,0.0,.,.,.,0.1,4.2,1.2,0.0,0.2,1.7,0.2,0.9,.,0.1,18.1,15.2,5.6,0.7,1.1,0.9,1.9,1.4,.,3.5,3.0,0.8,2.0,0.2
NGA,2203.6,1442.7,811.6,175.1,9.2,9.2,0.0,0.0,.,.,0.0,168.9,186.2,48.5,11.3,1.5,26.7,8.9,58.2,4.5,6.8,0.8,3.3,0.2,2.5,129.6,112.4,.,.,5.6,0.0,.,.,4.2,0.0,0.2,.,4.3,3.0,0.7,0.7,.,.,.,0.3,23.5,306.0,305.5,0.2,0.2,63.9,216.7,87.3,81.4,39.4,8.5,44.6,40.6,0.1,.,3.4,0.4,570.5,79.4,1.9,0.9,0.8,0.3,0.3,2.0,3.6,12.8,6.5,1.3,4.3,0.7,1.9,1.0,0.5,0.3,0.1,14.9,8.8,0.7,1.4,12.1,0.0,0.7,0.7,0.5,0.2,0.6,0.3,0.0,4.4,0.7,3.2,0.6,1.7,8.4,3.5,30.9,43.0,0.0,38.6,1.4,2.9,11.3,.,.,.,.,0.0,2.6,8.7,8.3,0.1,0.1,.,0.2,.,0.0,.,.,.,.,.,.,17.9,7.8,0.7,7.4,0.1,.,.,1.9,.,199.8,3.9,10.9,76.4,83.4,34.4,49.0,6.3,18.9,30.3,14.3,11.9,4.0,77.9,5.4,48.8,17.7,5.6,18.1,7.5,2.0,1.5,7.9,0.7,2.4,3.3,5.7,22.2,12.6,0.1,1.4,11.2,.,0.1,9.0,.,0.4,3.3,1.8,0.2,.,.,.,1.6,48.7,8.8,0.0,1.2,21.0,2.4,15.3,.,0.6,190.4,145.6,37.6,5.6,21.3,10.1,15.7,15.7,.,39.6,44.8,18.1,17.8,8.8
NOR,40.4,2.8,0.6,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.0,0.2,0.0,.,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,0.4,2.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,.,0.1,0.0,35.3,11.4,0.1,0.1,0.0,0.0,0.2,0.4,1.8,0.2,0.0,0.1,0.1,0.0,0.8,2.3,0.4,0.4,0.1,0.7,0.1,0.1,0.3,1.1,0.0,0.3,0.4,0.3,0.1,0.0,0.0,0.1,0.6,0.0,0.3,0.3,0.4,0.5,0.3,0.7,0.3,0.0,0.0,0.1,0.2,0.6,.,.,.,.,0.0,0.2,0.4,0.2,0.0,0.1,.,0.0,.,0.0,.,.,.,.,.,.,4.4,3.4,0.4,0.1,0.1,.,.,0.4,.,11.8,0.0,0.3,6.1,2.8,1.5,1.4,0.2,2.3,3.1,2.6,0.1,0.4,1.3,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.6,0.9,0.5,0.0,0.2,0.4,.,0.0,0.3,.,0.0,0.1,0.2,0.0,.,.,.,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,.,0.0,2.3,1.7,0.2,0.1,0.5,0.0,0.1,0.0,.,0.8,0.6,0.6,0.0,.
OMN,12.0,1.5,0.3,0.0,0.0,0.0,0.0,0.0,.,.,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,.,.,0.0,0.0,.,.,0.0,0.0,.,.,.,.,0.0,0.0,.,.,.,0.0,0.1,0.7,0.7,0.0,0.0,0.0,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,.,0.0,0.0,8.4,1.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.9,0.2,0.0,0.0,0.0,0.2,0.1,.,.,.,.,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.0,.,.,.,.,.,.,0.4,0.4,0.0,0.0,0.0,.,.,0.0,.,4.3,0.0,0.1,2.4,0.8,0.2,0.6,0.1,1.0,0.2,0.2,0.0,0.0,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.2,.,0.0,0.0,.,0.0,0.0,0.0,0.0,.,.,.,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.1,.,0.0,2.1,1.6,1.1,0.0,0.1,0.0,0.1,0.1,.,0.1,0.5,0.2,0.2,.
PAK,1370.8,477.3,161.1,43.9,3.6,3.6,0.0,0.0,.,.,0.0,3.6,58.0,13.5,5.4,0.0,0.7,7.4,12.6,2.5,4.5,0.9,2.2,0.1,1.3,3.1,0.7,.,.,.,0.7,.,.,0.1,0.0,0.2,.,.,1.4,0.1,0.1,.,.,.,0.1,15.5,84.1,83.9,0.1,0.1,8.9,215.8,101.7,55.9,42.1,16.1,7.4,5.5,0.1,.,0.4,1.4,775.0,112.0,11.0,8.0,0.6,2.5,5.1,3.8,4.5,4.5,1.3,2.3,0.4,0.5,0.6,6.6,0.5,0.2,0.2,17.9,3.1,0.9,3.1,2.6,0.8,1.6,2.6,3.8,1.8,2.1,1.1,0.0,7.2,1.5,4.9,0.7,4.8,22.0,2.3,43.1,7.5,3.3,0.1,2.7,1.4,1.8,.,.,.,.,0.0,0.5,1.3,1.0,0.0,0.0,.,0.2,.,0.0,.,.,.,.,.,.,20.8,15.4,0.8,3.1,0.2,.,.,1.2,.,414.1,15.3,16.2,265.1,109.2,51.1,58.1,2.2,6.1,71.3,56.7,10.5,4.2,49.9,10.2,18.5,5.3,8.2,1.0,4.0,2.3,1.1,6.1,1.1,2.3,3.0,5.4,21.6,16.5,0.2,3.9,12.4,.,0.5,4.3,.,0.4,2.0,0.4,0.2,.,.,.,0.3,26.5,0.6,0.1,1.1,13.7,0.8,10.1,.,1.7,118.5,90.5,27.1,2.9,1.4,3.8,17.0,1.4,1.4,35.3,28.0,3.9,18.0,6.1
